,subject,rule,init_rev,acc_subj,acc_norm
123,3x2t1,Iota,1,0.75,0.9836250000000001
124,3x2t1,Zeta,0,0.75,0.8477624999999993
125,3x2t1,Zeta,1,1.0,0.9998124999999999
126,3x2t1,Omega,0,0.625,0.5586249999999972
127,3x2t1,Omega,1,1.0,0.8530875000000002
128,3x2t1,Kappa,0,0.125,0.5087624999999998
129,3x2t1,Kappa,1,0.5,0.6359374999999999
130,HSmD4,Iota,0,1.0,0.9906875
131,HSmD4,Iota,1,1.0,0.9940875
132,HSmD4,Kappa,0,1.0,0.5373374999999996
133,HSmD4,Kappa,1,1.0,0.99815
134,HSmD4,Omega,0,0.75,0.6147249999999997
135,HSmD4,Omega,1,0.75,0.9712749999999999
136,HSmD4,Zeta,0,1.0,0.9496125
137,HSmD4,Zeta,1,1.0,0.9232
138,HSmD4,Upsilon,0,0.625,0.6083125
139,HSmD4,Upsilon,1,0.5,0.904175
140,CLwdn,Kappa,0,0.625,0.5183624999999995
141,CLwdn,Kappa,1,0.375,0.47339999999999943
142,CLwdn,Omega,0,0.75,0.49143749999999664
143,CLwdn,Omega,1,0.25,0.49686249999999704
144,CLwdn,Iota,0,0.75,0.48909999999999626
145,CLwdn,Iota,1,0.5,0.4873999999999964
146,CLwdn,Upsilon,0,0.25,0.8696124999999999
147,CLwdn,Upsilon,1,0.75,0.9908375
148,CLwdn,Zeta,0,0.75,0.5290124999999966
149,CLwdn,Zeta,1,0.25,0.5251124999999963
150,seghl,Kappa,0,0.625,0.4925624999999977
151,seghl,Kappa,1,0.375,0.492962499999997
152,seghl,Iota,0,0.625,0.6074
153,seghl,Iota,1,0.625,0.880325
154,seghl,Upsilon,0,0.375,0.599662499999997
155,seghl,Upsilon,1,0.625,0.9876624999999999
156,seghl,Zeta,0,0.375,0.5134749999999956
157,seghl,Zeta,1,0.375,0.5088374999999965
158,seghl,Omega,0,0.375,0.6516125
159,seghl,Omega,1,0.625,0.8922624999999996
160,9cMOT,Zeta,0,0.625,0.9977625
161,9cMOT,Zeta,1,0.625,0.9727250000000001
162,9cMOT,Omega,0,0.625,0.61975
163,9cMOT,Omega,1,0.625,0.7430500000000002
164,9cMOT,Upsilon,0,0.625,0.9157749999999999
165,9cMOT,Upsilon,1,0.625,0.9683375
166,9cMOT,Iota,0,0.375,0.47888750000000047
167,9cMOT,Iota,1,0.375,0.958575
168,9cMOT,Kappa,0,0.375,0.5309624999999998
169,9cMOT,Kappa,1,0.625,0.7696249999999999
170,jUCAC,Zeta,0,0.625,0.9716874999999998
171,jUCAC,Zeta,1,0.625,0.9502124999999999
172,jUCAC,Omega,0,0.375,0.6062374999999998
173,jUCAC,Omega,1,0.625,0.6898874999999997
174,jUCAC,Upsilon,0,0.625,0.6977624999999978
175,jUCAC,Upsilon,1,0.625,0.6737624999999999
176,jUCAC,Iota,0,0.625,0.48084999999999695
177,jUCAC,Iota,1,0.625,0.8337874999999999
178,jUCAC,Kappa,0,0.625,0.702125
179,jUCAC,Kappa,1,0.375,0.9981374999999998
180,6jBfW,Upsilon,0,0.625,0.8584
181,6jBfW,Upsilon,1,0.75,0.6703625
182,6jBfW,Omega,0,0.625,0.5529374999999995
183,6jBfW,Omega,1,0.625,0.5090124999999981
184,6jBfW,Iota,0,0.625,0.7108625
185,6jBfW,Iota,1,0.75,0.8718874999999999
186,6jBfW,Kappa,0,0.625,0.9585124999999999
187,6jBfW,Kappa,1,0.375,0.7458750000000001
188,6jBfW,Zeta,0,0.625,0.5218374999999975
189,6jBfW,Zeta,1,0.625,0.5334499999999973
190,P7FU1,Kappa,0,0.25,0.6262625
191,P7FU1,Kappa,1,0.375,0.8011749999999999
192,P7FU1,Iota,0,0.375,0.8167249999999996
193,P7FU1,Iota,1,0.25,0.771825
194,P7FU1,Upsilon,0,0.625,0.95435
195,P7FU1,Upsilon,1,0.625,0.9381875
196,P7FU1,Zeta,0,0.625,0.957787499999999
197,P7FU1,Zeta,1,1.0,0.9518999999999992
198,P7FU1,Omega,0,0.625,0.6532124999999981
199,P7FU1,Omega,1,0.75,0.6092500000000004
200,HMsR4,Omega,0,0.375,0.527137499999999
201,HMsR4,Omega,1,0.625,0.9200624999999999
202,HMsR4,Kappa,0,1.0,0.5223374999999989
203,HMsR4,Kappa,1,1.0,0.7325500000000001
204,HMsR4,Iota,0,0.25,0.5284374999999996
205,HMsR4,Iota,1,0.625,0.6233375
206,HMsR4,Zeta,0,1.0,0.5237874999999985
207,HMsR4,Zeta,1,1.0,0.9809125
208,HMsR4,Upsilon,0,0.5,0.499425
209,HMsR4,Upsilon,1,0.5,0.9948499999999999
210,uR94z,Upsilon,0,0.625,0.82285
211,uR94z,Upsilon,1,0.625,0.7461625
212,uR94z,Kappa,0,0.375,0.8716125
213,uR94z,Kappa,1,0.875,0.8184374999999997
214,uR94z,Omega,0,0.375,0.5427624999999998
215,uR94z,Omega,1,0.5,0.5587124999999998
216,uR94z,Iota,0,0.75,0.4584874999999998
217,uR94z,Iota,1,0.875,0.8923875
218,uR94z,Zeta,0,0.625,0.9787249999999998
219,uR94z,Zeta,1,1.0,0.9860374999999999
220,x0d4k,Omega,0,0.625,0.5455749999999998
221,x0d4k,Omega,1,0.625,0.5854499999999992
222,x0d4k,Kappa,0,1.0,0.6162124999999996
223,x0d4k,Kappa,1,1.0,0.6417999999999999
224,x0d4k,Iota,0,0.75,0.8823999999999999
225,x0d4k,Iota,1,0.75,0.8792749999999999
226,x0d4k,Upsilon,0,0.625,0.8851125
227,x0d4k,Upsilon,1,1.0,0.9992999999999999
228,x0d4k,Zeta,0,1.0,0.8230999999999999
229,x0d4k,Zeta,1,1.0,0.8229374999999998
230,Ft3Te,Omega,0,0.5,0.7488499999999997
231,Ft3Te,Omega,1,0.875,0.9774875000000001
232,Ft3Te,Kappa,0,0.875,0.6710625000000001
233,Ft3Te,Kappa,1,1.0,0.9006624999999998
234,Ft3Te,Iota,0,0.625,0.6067249999999991
235,Ft3Te,Iota,1,1.0,0.8611375
236,Ft3Te,Upsilon,0,0.75,0.8848249999999999
237,Ft3Te,Upsilon,1,0.625,0.7822374999999994
238,Ft3Te,Zeta,0,1.0,0.79855
239,Ft3Te,Zeta,1,1.0,0.9866874999999999
240,H1cpa,Omega,0,0.375,0.41231249999999997
241,H1cpa,Omega,1,0.625,0.9377124999999998
242,H1cpa,Kappa,0,0.625,0.7317624999999992
243,H1cpa,Kappa,1,0.625,0.8593624999999998
244,H1cpa,Iota,0,0.625,0.6174624999999992
245,H1cpa,Iota,1,0.625,0.6458250000000001
246,H1cpa,Upsilon,0,0.375,0.7779999999999999
247,H1cpa,Upsilon,1,0.375,0.982275
248,H1cpa,Zeta,0,0.375,0.9297749999999998
249,H1cpa,Zeta,1,0.375,0.9987999999999999
250,9v22G,Omega,0,0.625,0.47811249999999783
251,9v22G,Omega,1,0.75,0.4896499999999973
252,9v22G,Zeta,0,0.25,0.5295374999999967
253,9v22G,Zeta,1,0.375,0.5311624999999967
254,9v22G,Upsilon,0,0.375,0.7968374999999996
255,9v22G,Upsilon,1,0.375,0.39224999999999993
256,9v22G,Kappa,0,0.625,0.4943874999999968
257,9v22G,Kappa,1,0.625,0.4980749999999973
258,9v22G,Iota,0,0.625,0.5062374999999952
259,9v22G,Iota,1,0.625,0.5081624999999962
260,18SWe,Upsilon,0,0.375,0.8021249999999996
261,18SWe,Upsilon,1,0.625,0.9959125
262,18SWe,Kappa,0,0.625,0.44071250000000023
263,18SWe,Kappa,1,0.75,0.9323125
264,18SWe,Iota,0,0.75,0.5417499999999997
265,18SWe,Iota,1,0.375,0.7696625
266,18SWe,Zeta,0,0.5,0.8695999999999992
267,18SWe,Zeta,1,0.625,0.8744375
268,18SWe,Omega,0,0.625,0.6843250000000003
269,18SWe,Omega,1,0.5,0.6247874999999998
270,BGTlt,Kappa,0,0.375,0.47267499999999635
271,BGTlt,Kappa,1,0.5,0.4741749999999959
272,BGTlt,Iota,0,0.625,0.4932624999999972
273,BGTlt,Iota,1,0.5,0.4894749999999978
274,BGTlt,Omega,0,0.5,0.49728749999999705
275,BGTlt,Omega,1,0.5,0.5113374999999968
276,BGTlt,Upsilon,0,0.625,0.6641374999999998
277,BGTlt,Upsilon,1,0.5,0.8648
278,BGTlt,Zeta,0,0.25,0.5186999999999958
279,BGTlt,Zeta,1,0.75,0.528924999999996
280,VNO0H,Kappa,0,0.625,0.5004250000000001
281,VNO0H,Kappa,1,0.375,0.5000374999999998
282,VNO0H,Iota,0,0.375,0.45098749999999904
283,VNO0H,Iota,1,0.375,0.4283499999999993
284,VNO0H,Upsilon,0,0.375,0.7095874999999979
285,VNO0H,Upsilon,1,0.375,0.96785
286,VNO0H,Omega,0,0.375,0.46258749999999615
287,VNO0H,Omega,1,0.375,0.6106249999999999
288,VNO0H,Zeta,0,0.625,0.502762499999997
289,VNO0H,Zeta,1,0.625,0.5257624999999966
290,Ppbut,Iota,0,0.625,0.6229499999999999
291,Ppbut,Iota,1,1.0,0.4604125
292,Ppbut,Upsilon,0,0.625,0.8710124999999999
293,Ppbut,Upsilon,1,1.0,0.9438875000000001
294,Ppbut,Kappa,0,1.0,0.49226249999999994
295,Ppbut,Kappa,1,1.0,0.49984999999999996
296,Ppbut,Omega,0,0.5,0.6619749999999995
297,Ppbut,Omega,1,0.875,0.9844624999999999
298,Ppbut,Zeta,0,1.0,0.9093249999999997
299,Ppbut,Zeta,1,1.0,0.9909875
300,jpl7c,Omega,0,0.375,0.6550749999999994
301,jpl7c,Omega,1,0.625,0.624675
302,jpl7c,Kappa,0,0.625,0.5150749999999977
303,jpl7c,Kappa,1,0.375,0.9971249999999999
304,jpl7c,Iota,0,0.625,0.5101624999999975
305,jpl7c,Iota,1,0.625,0.763575
306,jpl7c,Zeta,0,0.625,0.5190874999999977
307,jpl7c,Zeta,1,0.625,0.992325
308,jpl7c,Upsilon,0,0.375,0.44403749999999986
309,jpl7c,Upsilon,1,0.375,0.7694749999999998
310,xg523,Iota,0,1.0,0.8789874999999999
311,xg523,Iota,1,1.0,0.9364874999999997
312,xg523,Kappa,0,1.0,0.6588624999999986
313,xg523,Kappa,1,1.0,0.5543374999999997
314,xg523,Omega,0,0.625,0.5961124999999972
315,xg523,Omega,1,0.75,0.7469249999999998
316,xg523,Zeta,0,1.0,0.9814499999999999
317,xg523,Zeta,1,1.0,0.9953875
318,xg523,Upsilon,0,0.375,0.9381999999999997
319,xg523,Upsilon,1,0.75,0.8848875
320,wa1xN,Iota,0,0.75,0.509112499999999
321,wa1xN,Iota,1,0.75,0.6943249999999999
322,wa1xN,Upsilon,0,1.0,0.9503124999999999
323,wa1xN,Upsilon,1,1.0,0.9750125
324,wa1xN,Omega,0,0.625,0.5105499999999991
325,wa1xN,Omega,1,0.625,0.5242124999999979
326,wa1xN,Kappa,0,0.75,0.6349375
327,wa1xN,Kappa,1,1.0,0.623975
328,wa1xN,Zeta,0,0.875,0.7941624999999987
329,wa1xN,Zeta,1,0.875,0.9939125
330,kJhBt,Upsilon,0,0.625,0.7292500000000003
331,kJhBt,Upsilon,1,0.75,0.7819624999999999
332,kJhBt,Omega,0,0.375,0.8749374999999994
333,kJhBt,Omega,1,0.375,0.5908375000000001
334,kJhBt,Kappa,0,0.75,0.48703749999999807
335,kJhBt,Kappa,1,0.75,0.9146875
336,kJhBt,Zeta,0,1.0,0.9522874999999996
337,kJhBt,Zeta,1,0.375,0.99695
338,kJhBt,Iota,0,0.5,0.5089874999999993
339,kJhBt,Iota,1,0.625,0.6201375
340,z8sk7,Zeta,0,1.0,0.9734875
341,z8sk7,Zeta,1,1.0,0.9985124999999998
342,z8sk7,Upsilon,0,0.375,0.8328499999999999
343,z8sk7,Upsilon,1,0.625,0.9551749999999997
344,z8sk7,Iota,0,1.0,0.5454624999999995
345,z8sk7,Iota,1,1.0,0.7288374999999999
346,z8sk7,Kappa,0,1.0,0.49996250000000003
347,z8sk7,Kappa,1,1.0,0.9827374999999997
348,z8sk7,Omega,0,0.625,0.6264499999999998
349,z8sk7,Omega,1,1.0,0.8796999999999997
350,Nc8xY,Zeta,0,0.625,0.85805
351,Nc8xY,Zeta,1,0.125,0.9905124999999999
352,Nc8xY,Upsilon,0,0.5,0.6241374999999998
353,Nc8xY,Upsilon,1,0.875,0.9813875000000001
354,Nc8xY,Iota,0,0.375,0.6244500000000001
355,Nc8xY,Iota,1,0.375,0.7722125
356,Nc8xY,Kappa,0,0.125,0.5006624999999999
357,Nc8xY,Kappa,1,0.125,0.8377624999999997
358,Nc8xY,Omega,0,0.375,0.4335374999999998
359,Nc8xY,Omega,1,0.375,0.9848000000000001
360,0ntM9,Omega,0,0.375,0.5605499999999998
361,0ntM9,Omega,1,0.375,0.5978749999999996
362,0ntM9,Kappa,0,0.375,0.5890374999999992
363,0ntM9,Kappa,1,0.375,0.602374999999998
364,0ntM9,Iota,0,0.375,0.5220249999999969
365,0ntM9,Iota,1,0.375,0.5242999999999961
366,0ntM9,Upsilon,0,0.625,0.6226624999999992
367,0ntM9,Upsilon,1,0.625,0.7695375
368,0ntM9,Zeta,0,0.625,0.5166624999999972
369,0ntM9,Zeta,1,0.625,0.5180749999999968
370,3Tji4,Omega,0,0.375,0.6940999999999999
371,3Tji4,Omega,1,0.5,0.9129874999999998
372,3Tji4,Upsilon,0,0.625,0.8827
373,3Tji4,Upsilon,1,0.875,0.9650875
374,3Tji4,Zeta,0,1.0,0.8500624999999995
375,3Tji4,Zeta,1,1.0,0.9952500000000002
376,3Tji4,Iota,0,1.0,0.8917624999999999
377,3Tji4,Iota,1,1.0,0.8666125
378,3Tji4,Kappa,0,0.625,0.7012875000000001
379,3Tji4,Kappa,1,0.75,0.9538000000000001
380,TCwT2,Omega,0,0.375,0.5264124999999998
381,TCwT2,Omega,1,0.375,0.7278000000000001
382,TCwT2,Iota,0,0.375,0.40323749999999886
383,TCwT2,Iota,1,0.375,0.9406375
384,TCwT2,Kappa,0,0.625,0.4270874999999994
385,TCwT2,Kappa,1,0.625,0.9918875000000003
386,TCwT2,Upsilon,0,0.5,0.677537499999997
387,TCwT2,Upsilon,1,0.5,0.9971375
388,TCwT2,Zeta,0,0.25,0.9076999999999982
389,TCwT2,Zeta,1,0.25,0.99905
390,rnnj1,Kappa,0,0.625,0.5028874999999969
391,rnnj1,Kappa,1,0.625,0.5052124999999968
392,rnnj1,Iota,0,0.375,0.4937124999999965
393,rnnj1,Iota,1,0.625,0.418162499999998
394,rnnj1,Zeta,0,0.375,0.5136749999999968
395,rnnj1,Zeta,1,0.625,0.7927749999999987
396,rnnj1,Omega,0,0.625,0.5554749999999985
397,rnnj1,Omega,1,0.625,0.6266500000000003
398,rnnj1,Upsilon,0,0.375,0.6981624999999998
399,rnnj1,Upsilon,1,0.375,0.994425
400,oYoA1,Kappa,0,1.0,0.5012375000000001
401,oYoA1,Kappa,1,1.0,0.5003624999999999
402,oYoA1,Iota,0,0.75,0.8464375000000001
403,oYoA1,Iota,1,0.75,0.5639874999999998
404,oYoA1,Zeta,0,1.0,0.8838124999999996
405,oYoA1,Zeta,1,1.0,0.8974124999999995
406,oYoA1,Upsilon,0,0.875,0.7512374999999997
407,oYoA1,Upsilon,1,1.0,0.9653875000000001
408,oYoA1,Omega,0,0.75,0.6720499999999997
409,oYoA1,Omega,1,0.25,0.7713750000000001
410,m11iV,Zeta,0,1.0,0.9997499999999999
411,m11iV,Zeta,1,1.0,0.9911500000000001
412,m11iV,Kappa,0,0.25,0.447162499999999
413,m11iV,Kappa,1,0.625,0.9405125000000001
414,m11iV,Upsilon,0,0.75,0.548075
415,m11iV,Upsilon,1,0.75,0.4291874999999999
416,m11iV,Iota,0,0.625,0.6167374999999999
417,m11iV,Iota,1,0.625,0.6240249999999999
418,m11iV,Omega,0,0.375,0.688625
419,m11iV,Omega,1,1.0,0.9831874999999999
420,BGfIB,Zeta,0,0.625,0.9940500000000001
421,BGfIB,Zeta,1,0.625,0.9964499999999998
422,BGfIB,Iota,0,0.5,0.5018249999999976
423,BGfIB,Iota,1,0.375,0.5159999999999964
424,BGfIB,Kappa,0,0.375,0.6002375
425,BGfIB,Kappa,1,0.5,0.37744999999999984
426,BGfIB,Upsilon,0,0.625,0.9947750000000001
427,BGfIB,Upsilon,1,0.625,0.9355750000000002
428,BGfIB,Omega,0,0.625,0.6132999999999995
429,BGfIB,Omega,1,0.375,0.5880624999999999
430,28sHU,Omega,0,0.625,0.6826749999999996
431,28sHU,Omega,1,0.625,0.9832500000000001
432,28sHU,Zeta,0,0.75,0.8924874999999989
433,28sHU,Zeta,1,0.625,0.8665249999999984
434,28sHU,Upsilon,0,0.625,0.80375
435,28sHU,Upsilon,1,0.625,0.902175
436,28sHU,Iota,0,0.625,0.6063499999999993
437,28sHU,Iota,1,0.5,0.6886250000000003
438,28sHU,Kappa,0,0.5,0.6719375000000001
439,28sHU,Kappa,1,0.625,0.9968124999999999
440,eKeCo,Omega,0,0.5,0.6682499999999998
441,eKeCo,Omega,1,0.625,0.9699
442,eKeCo,Kappa,0,0.875,0.2918499999999999
443,eKeCo,Kappa,1,0.625,0.8663374999999998
444,eKeCo,Iota,0,0.75,0.8680124999999999
445,eKeCo,Iota,1,0.75,0.930825
446,eKeCo,Upsilon,0,0.5,0.8184125
447,eKeCo,Upsilon,1,0.5,0.9939625000000001
448,eKeCo,Zeta,0,0.75,0.8278749999999999
449,eKeCo,Zeta,1,1.0,0.8532374999999996
450,mfEzV,Omega,0,0.5,0.6566249999999997
451,mfEzV,Omega,1,0.5,0.9954250000000001
452,mfEzV,Iota,0,0.625,0.6275374999999999
453,mfEzV,Iota,1,1.0,0.6043625000000002
454,mfEzV,Kappa,0,0.5,0.5672750000000001
455,mfEzV,Kappa,1,0.75,0.8515125000000001
456,mfEzV,Zeta,0,0.75,0.531449999999997
457,mfEzV,Zeta,1,0.75,0.9949999999999999
458,mfEzV,Upsilon,0,0.625,0.6786249999999979
459,mfEzV,Upsilon,1,1.0,0.92955
460,jj8N0,Kappa,0,1.0,0.5092249999999985
461,jj8N0,Kappa,1,1.0,0.7253374999999999
462,jj8N0,Omega,0,0.375,0.6649749999999995
463,jj8N0,Omega,1,0.625,0.9136874999999998
464,jj8N0,Upsilon,0,0.625,0.9991749999999999
465,jj8N0,Upsilon,1,0.375,0.9948375
466,jj8N0,Zeta,0,0.25,0.5245874999999979
467,jj8N0,Zeta,1,0.875,0.9923
468,jj8N0,Iota,0,0.125,0.5811874999999989
469,jj8N0,Iota,1,0.75,0.7249624999999997
470,laDzw,Omega,0,0.5,0.489862499999997
471,laDzw,Omega,1,0.5,0.49113749999999723
472,laDzw,Iota,0,0.625,0.493387499999996
473,laDzw,Iota,1,0.625,0.4893124999999965
474,laDzw,Kappa,0,0.5,0.4631749999999962
475,laDzw,Kappa,1,0.5,0.4678999999999966
476,laDzw,Upsilon,0,0.75,0.982225
477,laDzw,Upsilon,1,0.25,0.816475
478,laDzw,Zeta,0,0.625,0.5300249999999964
479,laDzw,Zeta,1,0.5,0.5254249999999963
480,awKAA,Zeta,0,0.75,0.5280624999999971
481,awKAA,Zeta,1,0.75,0.536949999999998
482,awKAA,Upsilon,0,0.625,0.846725
483,awKAA,Upsilon,1,0.625,0.8703624999999999
484,awKAA,Kappa,0,0.625,0.49787499999999996
485,awKAA,Kappa,1,0.625,0.5893749999999995
486,awKAA,Iota,0,0.75,0.734975
487,awKAA,Iota,1,0.625,0.6230375
488,awKAA,Omega,0,0.5,0.6237250000000001
489,awKAA,Omega,1,0.5,0.9016000000000001
490,2XvsB,Zeta,0,0.625,0.9831749999999999
491,2XvsB,Zeta,1,1.0,0.9979250000000001
492,2XvsB,Kappa,0,0.5,0.6708375000000001
493,2XvsB,Kappa,1,1.0,0.8188
494,2XvsB,Omega,0,0.5,0.5229624999999978
495,2XvsB,Omega,1,0.5,0.7435499999999996
496,2XvsB,Upsilon,0,1.0,0.857825
497,2XvsB,Upsilon,1,1.0,0.9809499999999999
498,2XvsB,Iota,0,0.625,0.6225125000000001
499,2XvsB,Iota,1,1.0,0.7899
500,oGvkb,Kappa,0,0.625,0.4914124999999987
501,oGvkb,Kappa,1,0.375,0.48994999999999805
502,oGvkb,Omega,0,0.375,0.6681250000000002
503,oGvkb,Omega,1,0.375,0.6631249999999995
504,oGvkb,Zeta,0,0.625,0.5128624999999966
505,oGvkb,Zeta,1,0.625,0.5145874999999959
506,oGvkb,Iota,0,0.625,0.49282499999999646
507,oGvkb,Iota,1,0.625,0.495224999999997
508,oGvkb,Upsilon,0,0.625,0.9789125
509,oGvkb,Upsilon,1,0.625,0.9899250000000002
510,VmskZ,Upsilon,0,0.5,0.8788624999999999
511,VmskZ,Upsilon,1,0.625,0.9962874999999998
512,VmskZ,Iota,0,0.25,0.7090125000000004
513,VmskZ,Iota,1,0.375,0.7137875
514,VmskZ,Kappa,0,0.125,0.4876499999999999
515,VmskZ,Kappa,1,0.25,0.9816
516,VmskZ,Omega,0,0.75,0.6508124999999998
517,VmskZ,Omega,1,0.625,0.7496000000000003
518,VmskZ,Zeta,0,1.0,0.6059874999999995
519,VmskZ,Zeta,1,1.0,0.9290749999999991
520,oehIW,Iota,0,0.625,0.6008999999999988
521,oehIW,Iota,1,0.875,0.86805
