,subject,rule,init_rev,acc_subj,acc_norm
93,qTHpztkVBSdBm_UZAAAE,Iota,1,0.875,0.6184
94,qTHpztkVBSdBm_UZAAAE,Kappa,0,1.0,0.6248375
95,qTHpztkVBSdBm_UZAAAE,Kappa,1,1.0,0.9217249999999999
96,qTHpztkVBSdBm_UZAAAE,Upsilon,0,0.5,0.6107499999999999
97,qTHpztkVBSdBm_UZAAAE,Upsilon,1,0.5,0.9888874999999999
98,qTHpztkVBSdBm_UZAAAE,Omega,0,0.75,0.6936625
99,qTHpztkVBSdBm_UZAAAE,Omega,1,0.75,0.7450249999999994
100,qTHpztkVBSdBm_UZAAAE,Zeta,0,0.75,0.7885874999999981
101,qTHpztkVBSdBm_UZAAAE,Zeta,1,1.0,0.9979375
102,J2g8DxowwOB-gkR8AAAM,Kappa,0,1.0,0.6659499999999998
103,J2g8DxowwOB-gkR8AAAM,Kappa,1,1.0,0.9977624999999999
104,J2g8DxowwOB-gkR8AAAM,Upsilon,0,1.0,0.7566624999999998
105,J2g8DxowwOB-gkR8AAAM,Upsilon,1,1.0,0.9285750000000002
106,d9VaYpby-V6K-PGgAAAN,Iota,0,0.75,0.40407499999999913
107,d9VaYpby-V6K-PGgAAAN,Iota,1,0.75,0.7159874999999999
108,d9VaYpby-V6K-PGgAAAN,Zeta,0,1.0,0.9084874999999986
109,d9VaYpby-V6K-PGgAAAN,Zeta,1,1.0,0.9905749999999999
110,d9VaYpby-V6K-PGgAAAN,Upsilon,0,0.375,0.6414749999999992
111,d9VaYpby-V6K-PGgAAAN,Upsilon,1,0.375,0.99885
112,UoeEYonMQNivhGsyAAAG,Upsilon,0,1.0,0.8270124999999999
113,UoeEYonMQNivhGsyAAAG,Upsilon,1,1.0,0.842875
114,UoeEYonMQNivhGsyAAAG,Iota,0,0.5,0.7307125
115,UoeEYonMQNivhGsyAAAG,Iota,1,0.25,0.48956249999999985
116,UoeEYonMQNivhGsyAAAG,Kappa,0,0.625,0.62065
117,UoeEYonMQNivhGsyAAAG,Kappa,1,0.625,0.9558875000000001
118,UoeEYonMQNivhGsyAAAG,Zeta,0,1.0,0.984125
119,UoeEYonMQNivhGsyAAAG,Zeta,1,1.0,0.9962000000000001
120,bvS2n6FpsWwYieCFAAAF,Upsilon,0,0.75,0.8587125
121,bvS2n6FpsWwYieCFAAAF,Upsilon,1,0.375,0.9882249999999999
122,bvS2n6FpsWwYieCFAAAF,Kappa,0,0.75,0.5258249999999998
123,bvS2n6FpsWwYieCFAAAF,Kappa,1,1.0,0.6982875
124,bvS2n6FpsWwYieCFAAAF,Omega,0,0.5,0.7517249999999999
125,bvS2n6FpsWwYieCFAAAF,Omega,1,0.5,0.79045
126,bvS2n6FpsWwYieCFAAAF,Zeta,0,1.0,0.8379499999999998
127,bvS2n6FpsWwYieCFAAAF,Zeta,1,1.0,0.996925
128,2PSNytKkwqU4wHbjAAAN,Iota,0,0.375,0.4887249999999966
129,2PSNytKkwqU4wHbjAAAN,Iota,1,0.375,0.6538874999999981
130,2PSNytKkwqU4wHbjAAAN,Omega,0,0.375,0.49895000000000006
131,2PSNytKkwqU4wHbjAAAN,Omega,1,0.625,0.2588
132,Ea3CVUwVovU8FL6dAAAV,Zeta,0,0.875,0.8808249999999994
133,Ea3CVUwVovU8FL6dAAAV,Zeta,1,1.0,0.8734499999999973
134,Ea3CVUwVovU8FL6dAAAV,Omega,0,0.5,0.3217249999999999
135,Ea3CVUwVovU8FL6dAAAV,Omega,1,0.5,0.5472249999999999
136,Ea3CVUwVovU8FL6dAAAV,Iota,0,0.5,0.7341624999999998
137,Ea3CVUwVovU8FL6dAAAV,Iota,1,0.875,0.6577500000000002
138,Ea3CVUwVovU8FL6dAAAV,Kappa,0,0.75,0.5169249999999987
139,Ea3CVUwVovU8FL6dAAAV,Kappa,1,0.75,0.9341875000000001
140,Ea3CVUwVovU8FL6dAAAV,Upsilon,0,0.875,0.6080249999999982
141,Ea3CVUwVovU8FL6dAAAV,Upsilon,1,0.625,0.9501
142,mbxlKAX3Apq5f1McAAAD,Upsilon,0,0.375,0.9958750000000001
143,mbxlKAX3Apq5f1McAAAD,Upsilon,1,0.625,0.9996999999999999
144,mbxlKAX3Apq5f1McAAAD,Zeta,0,0.625,0.5162249999999969
145,mbxlKAX3Apq5f1McAAAD,Zeta,1,0.625,0.9760249999999998
146,plYxmbQkBrz0OYG7AAAC,Kappa,0,0.75,0.8878874999999999
147,plYxmbQkBrz0OYG7AAAC,Kappa,1,0.75,0.96915
148,plYxmbQkBrz0OYG7AAAC,Upsilon,0,0.875,0.7646249999999994
149,plYxmbQkBrz0OYG7AAAC,Upsilon,1,1.0,0.837375
150,plYxmbQkBrz0OYG7AAAC,Omega,0,0.5,0.5748
151,plYxmbQkBrz0OYG7AAAC,Omega,1,0.5,0.6102750000000001
152,plYxmbQkBrz0OYG7AAAC,Zeta,0,1.0,0.9135499999999994
153,plYxmbQkBrz0OYG7AAAC,Zeta,1,1.0,0.8937124999999981
154,plYxmbQkBrz0OYG7AAAC,Iota,0,0.75,0.4939624999999995
155,plYxmbQkBrz0OYG7AAAC,Iota,1,0.75,0.8483
156,KXmzl5-eGL_6YNxDAAAH,Iota,0,0.625,0.6180874999999998
157,KXmzl5-eGL_6YNxDAAAH,Iota,1,0.625,0.6283874999999997
158,KXmzl5-eGL_6YNxDAAAH,Omega,0,0.5,0.6121125000000001
159,KXmzl5-eGL_6YNxDAAAH,Omega,1,0.5,0.7497249999999998
160,KXmzl5-eGL_6YNxDAAAH,Kappa,0,1.0,0.72755
161,KXmzl5-eGL_6YNxDAAAH,Kappa,1,0.625,0.6258499999999999
162,KXmzl5-eGL_6YNxDAAAH,Zeta,0,1.0,0.93755
163,KXmzl5-eGL_6YNxDAAAH,Zeta,1,1.0,0.9921249999999999
164,KXmzl5-eGL_6YNxDAAAH,Upsilon,0,1.0,0.7605500000000001
165,KXmzl5-eGL_6YNxDAAAH,Upsilon,1,1.0,0.8736500000000001
166,t87OKoupac3tspxNAAAG,Omega,0,0.375,0.8402375000000001
167,t87OKoupac3tspxNAAAG,Omega,1,0.375,0.5857624999999997
168,t87OKoupac3tspxNAAAG,Kappa,0,0.625,0.6249625
169,t87OKoupac3tspxNAAAG,Kappa,1,0.25,0.6991874999999997
170,t87OKoupac3tspxNAAAG,Upsilon,0,1.0,0.37606249999999997
171,t87OKoupac3tspxNAAAG,Upsilon,1,1.0,0.9004999999999999
172,VGhYt_ONT__ElPblAAAK,Iota,0,0.625,0.6087874999999979
173,VGhYt_ONT__ElPblAAAK,Iota,1,0.625,0.6224999999999999
174,VGhYt_ONT__ElPblAAAK,Zeta,0,1.0,0.9967125
175,VGhYt_ONT__ElPblAAAK,Zeta,1,0.625,0.9920749999999999
176,gWdvOGkG70-6oIcKAAAJ,Omega,0,0.75,0.6326749999999999
177,gWdvOGkG70-6oIcKAAAJ,Omega,1,0.75,0.8555999999999999
178,gWdvOGkG70-6oIcKAAAJ,Iota,0,0.625,0.6236249999999998
179,gWdvOGkG70-6oIcKAAAJ,Iota,1,0.625,0.6235374999999999
180,gWdvOGkG70-6oIcKAAAJ,Kappa,0,1.0,0.4621124999999986
181,gWdvOGkG70-6oIcKAAAJ,Kappa,1,1.0,0.8797624999999999
182,IdLU8lt87w--tMi-AAAN,Iota,0,0.625,0.6702499999999989
183,IdLU8lt87w--tMi-AAAN,Iota,1,0.625,0.5993249999999991
184,IdLU8lt87w--tMi-AAAN,Zeta,0,1.0,0.5242874999999981
185,IdLU8lt87w--tMi-AAAN,Zeta,1,1.0,0.543762499999998
186,IdLU8lt87w--tMi-AAAN,Upsilon,0,0.75,0.67685
187,IdLU8lt87w--tMi-AAAN,Upsilon,1,0.75,0.8886749999999999
188,IdLU8lt87w--tMi-AAAN,Kappa,0,1.0,0.8502125000000001
189,IdLU8lt87w--tMi-AAAN,Kappa,1,1.0,0.7915375000000003
190,IdLU8lt87w--tMi-AAAN,Omega,0,0.5,0.7464625
191,IdLU8lt87w--tMi-AAAN,Omega,1,0.5,0.740425
192,Q7cj7QfSvrVQp4zyAAAP,Zeta,0,0.75,0.9882875000000001
193,Q7cj7QfSvrVQp4zyAAAP,Zeta,1,0.75,0.9775375000000001
194,rBqhQ3jC_fSvn8dPAAAQ,Upsilon,0,0.75,0.7270124999999998
195,rBqhQ3jC_fSvn8dPAAAQ,Upsilon,1,0.625,0.8425874999999998
196,rBqhQ3jC_fSvn8dPAAAQ,Zeta,0,0.75,0.970875
197,rBqhQ3jC_fSvn8dPAAAQ,Zeta,1,0.75,0.9975
198,rBqhQ3jC_fSvn8dPAAAQ,Iota,0,0.625,0.5503249999999995
199,rBqhQ3jC_fSvn8dPAAAQ,Iota,1,0.625,0.8178250000000001
200,rBqhQ3jC_fSvn8dPAAAQ,Kappa,0,1.0,0.5000249999999998
201,rBqhQ3jC_fSvn8dPAAAQ,Kappa,1,1.0,0.9269624999999998
202,doNd8T8QMhErhgp5AAAL,Iota,0,1.0,0.4908250000000001
203,doNd8T8QMhErhgp5AAAL,Iota,1,1.0,0.9669625
204,doNd8T8QMhErhgp5AAAL,Omega,0,0.5,0.5547999999999996
205,doNd8T8QMhErhgp5AAAL,Omega,1,0.5,0.9326125000000001
206,doNd8T8QMhErhgp5AAAL,Upsilon,0,0.625,0.7714749999999999
207,doNd8T8QMhErhgp5AAAL,Upsilon,1,0.625,0.80205
208,doNd8T8QMhErhgp5AAAL,Zeta,0,0.75,0.9973875000000001
209,doNd8T8QMhErhgp5AAAL,Zeta,1,1.0,0.9987
210,UQIJo156uDVLjDEFAAAK,Iota,0,0.75,0.5040999999999993
211,UQIJo156uDVLjDEFAAAK,Iota,1,1.0,0.5632250000000001
212,UQIJo156uDVLjDEFAAAK,Kappa,0,1.0,0.5004624999999998
213,UQIJo156uDVLjDEFAAAK,Kappa,1,1.0,0.5716125
214,UQIJo156uDVLjDEFAAAK,Omega,0,0.625,0.6753249999999998
215,UQIJo156uDVLjDEFAAAK,Omega,1,0.5,0.7499875
216,UQIJo156uDVLjDEFAAAK,Upsilon,0,0.625,0.9920874999999999
217,UQIJo156uDVLjDEFAAAK,Upsilon,1,0.625,0.9662999999999999
218,UQIJo156uDVLjDEFAAAK,Zeta,0,0.625,0.5161999999999972
219,UQIJo156uDVLjDEFAAAK,Zeta,1,1.0,0.9862125
220,7ey5lg3pMFVpQce_AAAH,Iota,0,1.0,0.6238375
221,7ey5lg3pMFVpQce_AAAH,Iota,1,1.0,0.6913374999999996
222,7ey5lg3pMFVpQce_AAAH,Zeta,0,1.0,0.988675
223,7ey5lg3pMFVpQce_AAAH,Zeta,1,1.0,0.9687624999999996
224,7ey5lg3pMFVpQce_AAAH,Kappa,0,1.0,0.5103874999999997
225,7ey5lg3pMFVpQce_AAAH,Kappa,1,1.0,0.5004374999999999
226,7ey5lg3pMFVpQce_AAAH,Upsilon,0,0.625,0.7579250000000001
227,7ey5lg3pMFVpQce_AAAH,Upsilon,1,0.625,0.8738375
228,7ey5lg3pMFVpQce_AAAH,Omega,0,0.75,0.6181374999999999
229,7ey5lg3pMFVpQce_AAAH,Omega,1,0.375,0.48056249999999995
230,P5INvT1S-pUfBVIdAAAI,Iota,0,0.625,0.5071999999999992
231,P5INvT1S-pUfBVIdAAAI,Iota,1,0.625,0.9477875
232,P5INvT1S-pUfBVIdAAAI,Zeta,0,0.375,0.5350124999999967
233,P5INvT1S-pUfBVIdAAAI,Zeta,1,0.375,0.9966624999999997
234,P5INvT1S-pUfBVIdAAAI,Kappa,0,0.625,0.4999000000000001
235,P5INvT1S-pUfBVIdAAAI,Kappa,1,0.625,0.5275750000000001
236,P5INvT1S-pUfBVIdAAAI,Upsilon,0,0.625,0.8611999999999987
237,P5INvT1S-pUfBVIdAAAI,Upsilon,1,0.625,0.9351875
238,P5INvT1S-pUfBVIdAAAI,Omega,0,0.625,0.578075
239,P5INvT1S-pUfBVIdAAAI,Omega,1,0.625,0.6082375
240,6dGY6eysj_-2bjNCAAAK,Iota,0,1.0,0.880425
241,6dGY6eysj_-2bjNCAAAK,Iota,1,1.0,0.7292249999999998
242,6dGY6eysj_-2bjNCAAAK,Zeta,0,1.0,0.97575
243,6dGY6eysj_-2bjNCAAAK,Zeta,1,1.0,0.98825
244,Jw9DOmVyloFjpcRXAAAJ,Iota,0,0.375,0.5896499999999985
245,Jw9DOmVyloFjpcRXAAAJ,Iota,1,1.0,0.716625
246,Jw9DOmVyloFjpcRXAAAJ,Zeta,0,1.0,0.9544375
247,Jw9DOmVyloFjpcRXAAAJ,Zeta,1,1.0,0.9871624999999998
248,Jw9DOmVyloFjpcRXAAAJ,Upsilon,0,1.0,0.9917875
249,Jw9DOmVyloFjpcRXAAAJ,Upsilon,1,1.0,0.806525
250,T3whPHkibRMFwKcJAAAN,Zeta,0,1.0,0.5461124999999976
251,T3whPHkibRMFwKcJAAAN,Zeta,1,1.0,0.8339874999999999
252,T3whPHkibRMFwKcJAAAN,Iota,0,0.75,0.6401874999999997
253,T3whPHkibRMFwKcJAAAN,Iota,1,0.75,0.5283249999999999
